Company_Name,Designation,'Location= Maharashtra','Location= Delhi','Location= Telangana','Location= Karnataka','Location= Haryana','Location= Tamil Nadu','Location= Uttar Pradesh','Location= West Bengal','Location= Kerala','Location= Madhya Pradesh','Location= Odisha','Location= Andhra Pradesh','Location= Rajasthan','Location= India','Location= Gujarat','Location= Punjab',LinkedIn_Followers,'Level=Contract ','Involvement= Entry level','Involvement= Mid-Senior level','Involvement= Director','Involvement= Associate',Employee_count,PYTHON,C++,JAVA,HADOOP,SCALA,FLASK,PANDAS,SPARK,NUMPY,PHP,SQL,MYSQL,CSS,MONGODB,NLTK,TENSORFLOW,LINUX,RUBY,JAVASCRIPT,DJANGO,REACT,REACTJS,AI,UI,TABLEAU,NODEJS,EXCEL,'POWER BI',SELENIUM,HTML,ML
Wipro,'Lead Administrator',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wipro,'Business Analyst',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Project Manager',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Wipro,'Project Manager',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Technical Lead',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Business Analyst',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Developer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Lead Administrator',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Technical Lead',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Developer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'Project Lead',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'Project Lead',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'Consultant-Technology & Implementation',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'DevOps Engineer',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Delivery Manager',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Delivery Assurance Manager',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Developer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Test Engineer',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'DevOps Engineer',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Project Manager',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Wipro,Administrator,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Product Marketing Manager',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Pre-sales consultant',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'Cyber Security Analyst',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'Delivery Manager',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Technical Lead',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Lead Administrator',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Analyst',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Program Manager (PM)',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Analyst',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Administrator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Project Lead',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Developer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
Wipro,'Manager – Learning and Development (I&D)',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Analyst',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Project Lead',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'Cyber Security Analyst',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Analyst',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Senior Consultant-Technology & Implementation',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Configurator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Lead Administrator',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Manager – Learning and Development (I&D)',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Lead Administrator',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Project Lead',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Developer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Analyst',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Service Delivery Lead',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Configurator,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'ArtificiaI Intelligence Lead',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Application Architect',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'AWS Senior Cloud Developer',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Middleware Administrator',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wipro,Developer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wipro,'System Engineer',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Lead Administrator',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Architect',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Presales Manager_F&A',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
Wipro,'Cyber Security Architect',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Wipro,'Cyber Security Analyst',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Senior Consultant-Technology & Implementation',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Architect',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Lead Administrator',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Infrastructure Architect',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'System Engineer',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Citrix Admin-Administrator',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'Technical Lead',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Developer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Analyst',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'AI/ML - Data Scientist',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Wipro,'Pre-Sales Consultant',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,'Big Data Developer',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'DevOps Lead',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Managing Consultant-Technology & Implementation',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Domain Architect',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,'Data Analytics Architect',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Scrum Master',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wipro,'Test Engineer',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
Wipro,'Lead Developer',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Tools Consultant',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.561172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'Cyber Security Analyst',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,'DevOps Engineer',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.561172,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTIMindtree,'Java Developer',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021612,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LTIMindtree,'Java Developer',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021612,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LTIMindtree,'Opening for Scrum Master',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021612,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
